Sale_ID,Sale_Date,Customer_ID,Customer_Name,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Channel,Total_Revenue,Cost
S000436,2024-03-17,8870782f,April Ford,Sul,P00436,Necessary,Esporte,19,393.17,Loja Física,7470.23,5424.56
S000437,2024-01-18,fbd27643,Samuel Fields,Sul,P00437,Blood,Eletrônicos,16,954.45,App,15271.2,9397.92
S000438,2024-11-13,af8584fd,Lauren Clark,Leste,P00438,Avoid,Móveis,9,299.89,App,2699.01,1705.52
S000439,2023-06-05,c4e62a46,Christine Johnson,Sul,P00439,Lead,Móveis,13,263.14,App,3420.82,2039.7
S000440,2024-09-04,3acc0cfe,Lisa Clark,Leste,P00440,Commercial,Vestuário,2,566.31,App,1132.62,660.92
S000441,2023-02-04,48be0380,Jennifer Dawson,Leste,P00441,Scientist,Vestuário,20,526.2,Loja Física,10524.0,9317.82
S000442,2024-02-14,abb69567,Jerry Smith,Norte,P00442,Building,Vestuário,3,88.04,Site,264.12,195.86
S000443,2023-06-06,847a7f6f,Ellen Carroll,Oeste,P00443,School,Móveis,6,150.67,Site,904.02,519.03
S000444,2023-09-07,9a46ca7d,Leslie Proctor,Norte,P00444,Deal,Esporte,13,607.39,Loja Física,7896.07,4017.22
S000445,2024-07-24,936e008b,Kayla Cruz,Sul,P00445,Cell,Esporte,5,88.59,App,442.95,223.99
S000446,2024-02-20,21c3076c,Ross Palmer,Oeste,P00446,Thus,Vestuário,10,974.62,Loja Física,9746.2,8641.65
S000447,2023-09-18,3e92446c,Chloe Adams,Norte,P00447,Leg,Vestuário,7,490.41,App,3432.87,2271.38
S000448,2024-05-25,297f7637,Alexander English,Norte,P00448,Child,Móveis,19,868.36,App,16498.84,9181.12
S000449,2023-07-24,136b6bce,Anna Schaefer,Sul,P00449,Responsibility,Móveis,4,50.98,Loja Física,203.92,153.24
S000450,2023-07-06,c22aa7c7,Margaret Mejia MD,Sul,P00450,Hear,Móveis,20,936.75,App,18735.0,12586.41
S000451,2023-12-29,a78b4c5a,Anthony Baldwin,Norte,P00451,Thus,Eletrônicos,4,451.79,Site,1807.16,990.92
S000452,2023-06-14,1b8389e6,Joe Morris,Oeste,P00452,Individual,Vestuário,5,254.77,App,1273.85,789.18
S000453,2024-11-17,7381f827,Jessica Kim,Sul,P00453,Provide,Vestuário,17,772.9,Loja Física,13139.3,10913.28
S000454,2023-11-25,9169a7b6,Ashley Guerra,Oeste,P00454,Meeting,Esporte,18,133.7,Site,2406.6,1295.76
S000455,2023-04-08,73ce4f57,Edward Thomas,Oeste,P00455,Science,Esporte,7,340.52,Site,2383.64,1736.89
S000456,2023-04-09,22bbf402,Sharon Scott,Sul,P00456,Policy,Eletrônicos,12,127.26,Loja Física,1527.12,1104.66
S000457,2023-08-30,c0c028cb,Cynthia Evans,Oeste,P00457,Right,Vestuário,18,43.49,Site,782.82,626.62
S000458,2023-03-08,54e09dff,Steven Lowe,Leste,P00458,Require,Móveis,9,101.0,Loja Física,909.0,810.69
S000459,2023-10-13,7491ee93,David Martinez,Oeste,P00459,At,Esporte,14,496.55,App,6951.7,3666.68
S000460,2024-11-30,a0c30a13,Melanie Bowman,Leste,P00460,Democratic,Vestuário,6,982.29,Site,5893.74,3945.03
S000461,2023-08-06,701f38db,Kevin Carter,Sul,P00461,Month,Alimentos,13,822.51,Loja Física,10692.63,9136.27
S000462,2023-02-25,3c4fbf82,Steven Chase,Norte,P00462,Start,Esporte,7,153.01,Loja Física,1071.07,778.34
S000463,2024-08-11,00edc299,Cheryl Diaz,Norte,P00463,Heavy,Eletrônicos,2,718.23,App,1436.46,1227.81
S000464,2023-03-02,3df3a797,Brooke Ochoa,Norte,P00464,Dog,Móveis,4,140.55,App,562.2,332.94
S000465,2023-08-19,89520877,Brian Brown,Leste,P00465,Fly,Eletrônicos,1,725.12,Site,725.12,443.5
S000466,2025-01-07,90207f98,James Carter,Oeste,P00466,Arrive,Alimentos,19,919.43,Loja Física,17469.17,11094.72
S000467,2024-02-12,8280c448,Mary Larson,Sul,P00467,Son,Móveis,2,513.96,Site,1027.92,872.42
S000468,2023-05-25,018327b5,Gina Kelly,Sul,P00468,Reduce,Alimentos,15,239.48,Site,3592.2,2553.84
S000469,2023-11-30,88b1ad3c,Joseph Davis,Sul,P00469,Tend,Vestuário,15,680.22,Loja Física,10203.3,7762.22
S000470,2023-11-14,60a9ccec,Gregory Patton,Leste,P00470,Break,Vestuário,7,387.88,Loja Física,2715.16,1402.42
S000471,2024-04-28,2422583a,Jack Miller,Sul,P00471,Side,Móveis,13,687.0,Loja Física,8931.0,6636.42
S000472,2023-05-26,98463bc5,Paula Galloway,Leste,P00472,Officer,Alimentos,3,845.58,Site,2536.74,1649.73
S000473,2024-05-13,c9ba8782,Joanne Chambers,Leste,P00473,Miss,Eletrônicos,13,108.69,App,1412.97,717.04
S000474,2024-02-13,fd43c16e,Morgan Schultz,Norte,P00474,Forget,Alimentos,3,159.2,App,477.6,241.34
S000475,2024-10-18,f43bc95e,Corey Edwards,Norte,P00475,Check,Móveis,8,100.11,Loja Física,800.88,645.3
S000476,2023-08-06,a9f21ac7,Lisa Hart,Norte,P00476,Floor,Vestuário,19,707.57,Site,13443.83,10050.8
S000477,2023-07-22,15273a0e,Debra Nguyen,Norte,P00477,Cultural,Esporte,17,711.74,Site,12099.58,8445.04
S000478,2024-11-07,a6ec1cf0,Joshua Taylor PhD,Leste,P00478,Moment,Móveis,19,78.2,Site,1485.8,873.59
S000479,2024-02-10,06bdfe1f,Kayla Griffin,Norte,P00479,Resource,Móveis,11,140.53,Site,1545.83,1047.58
S000480,2025-01-05,237dd642,Virginia Ferguson,Norte,P00480,Wish,Vestuário,19,370.94,App,7047.86,6254.77
S000481,2024-08-11,e0dc84f3,Rebecca Gillespie,Norte,P00481,Sort,Vestuário,7,609.28,App,4264.96,3673.82
S000482,2024-03-06,ea51b250,Kayla Patton,Oeste,P00482,Join,Vestuário,20,920.59,Loja Física,18411.8,15042.75
S000483,2023-08-24,3a1e8ffa,Dustin Nguyen,Sul,P00483,Through,Alimentos,18,38.16,App,686.88,436.97
S000484,2025-01-06,3ab14c79,Nichole Obrien,Leste,P00484,Establish,Vestuário,4,813.05,Loja Física,3252.2,1972.73
S000485,2024-05-15,241a0b09,James Stewart,Oeste,P00485,Significant,Alimentos,18,458.43,App,8251.74,5298.22
S000486,2023-01-24,ce13ad6b,Tony Wilson,Norte,P00486,Study,Eletrônicos,1,566.7,Loja Física,566.7,315.67
S000487,2023-02-01,d2ac91b8,Crystal Johnston,Leste,P00487,Site,Vestuário,10,136.8,App,1368.0,1093.93
S000488,2023-05-13,bf8a4b56,John Lopez,Norte,P00488,Center,Alimentos,19,419.54,Site,7971.26,5363.63
S000489,2024-02-26,02f1e90b,Daniel Allen,Sul,P00489,Provide,Móveis,14,548.53,Loja Física,7679.42,4275.15
S000490,2024-08-22,2200f3cd,Danielle Black,Sul,P00490,Partner,Alimentos,4,756.1,Loja Física,3024.4,2282.13
S000491,2023-03-21,da90d308,Crystal Bowman,Norte,P00491,If,Esporte,16,292.43,App,4678.88,3028.55
S000492,2024-04-27,5930bcb0,Steven Cooper,Oeste,P00492,Cell,Eletrônicos,15,37.29,Loja Física,559.35,333.06
S000493,2024-07-09,80a51fc1,Dr. Lisa Watson,Leste,P00493,Study,Vestuário,18,671.31,Loja Física,12083.58,9826.68
S000494,2024-12-12,6d4fd001,Lauren Gray,Oeste,P00494,Likely,Esporte,12,925.47,App,11105.64,9893.05
S000495,2023-10-16,568ebac7,Joe Key,Norte,P00495,Technology,Móveis,5,128.66,App,643.3,453.81
S000496,2023-08-19,6324cef5,Morgan Lee,Norte,P00496,Adult,Vestuário,4,34.01,Loja Física,136.04,101.31
S000497,2023-01-27,203b93d4,Courtney Leach,Norte,P00497,Candidate,Vestuário,5,431.93,App,2159.65,1310.43
S000498,2023-05-12,ac820252,Carrie Davila,Leste,P00498,History,Vestuário,4,417.45,Site,1669.8,1468.31
S000499,2024-05-06,94c3a64b,Scott Williams,Norte,P00499,Never,Alimentos,11,659.46,Loja Física,7254.06,5657.01
S000500,2023-03-29,08e6db2c,Ivan Robertson,Norte,P00500,New,Alimentos,7,73.16,Site,512.12,401.97
S000501,2023-06-07,5eb146d3,Michael Burke,Norte,P00501,Any,Vestuário,11,869.71,Loja Física,9566.81,6557.69
S000502,2024-04-28,afcbd680,Michael Smith,Oeste,P00502,Eight,Eletrônicos,11,680.18,Site,7481.98,5953.69
S000503,2024-02-28,fb0dd40b,Ms. Peggy Harper,Norte,P00503,Wide,Móveis,1,732.88,Site,732.88,645.03
S000504,2023-07-13,a0d2d595,Angela Noble,Sul,P00504,Try,Esporte,12,119.97,Site,1439.64,1018.09
S000505,2023-08-09,766e9585,Steven Gutierrez,Oeste,P00505,Make,Vestuário,1,491.56,Site,491.56,319.74
S000506,2024-02-22,ceb19a45,Julia Barber,Norte,P00506,Think,Eletrônicos,1,220.0,Loja Física,220.0,193.17
S000507,2024-06-16,4aa7792a,Troy Moore,Leste,P00507,Same,Eletrônicos,14,607.1,App,8499.4,5833.74
S000508,2024-12-15,842558eb,Samantha Porter,Oeste,P00508,Upon,Alimentos,13,287.38,Loja Física,3735.94,2937.98
S000509,2023-09-01,f7c8e512,Emily Reynolds,Leste,P00509,Hand,Eletrônicos,19,895.06,Site,17006.14,11212.24
S000510,2023-02-06,58756a68,David Parker,Oeste,P00510,Far,Móveis,10,810.3,Site,8103.0,5288.51
S000511,2023-05-07,63de02cc,Jeremiah Morgan,Leste,P00511,Keep,Vestuário,9,905.3,Loja Física,8147.7,5528.5
S000512,2024-07-23,0ddf1b50,Kelly Mcdowell,Sul,P00512,Mother,Móveis,3,421.99,App,1265.97,1020.33
S000513,2023-09-03,b14209bb,David Turner,Norte,P00513,Number,Móveis,4,537.16,Site,2148.64,1831.15
S000514,2023-12-02,4f383d8d,Travis Washington,Norte,P00514,Probably,Alimentos,4,229.07,Site,916.28,627.27
S000515,2023-06-20,cd9e49a4,Mrs. Kristin Miller,Leste,P00515,Work,Alimentos,6,659.47,App,3956.82,3350.52
S000516,2024-05-03,56777a17,Christine Allen,Oeste,P00516,Indeed,Móveis,16,986.28,Site,15780.48,13178.48
S000517,2023-08-18,a3241809,Alvin Thomas,Norte,P00517,How,Alimentos,16,954.42,App,15270.72,9920.37
S000518,2025-01-06,f71e5ade,Toni Harper,Leste,P00518,Computer,Esporte,6,151.97,App,911.82,595.25
S000519,2023-07-24,6804e9bc,Denise Cooper,Sul,P00519,Analysis,Eletrônicos,6,564.45,App,3386.7,2330.3
S000520,2024-04-21,4d9ae7e3,Daniel Pittman,Leste,P00520,Everyone,Móveis,7,898.36,Loja Física,6288.52,5290.47
S000521,2024-09-28,8e98c940,Sarah Mcguire,Norte,P00521,Leader,Vestuário,6,535.28,Loja Física,3211.68,2369.84
S000522,2024-07-27,c7bfd9e6,Dr. Johnathan Lopez,Leste,P00522,From,Vestuário,20,285.46,App,5709.2,3630.71
S000523,2023-11-16,cec823f5,Gabrielle Cantu,Oeste,P00523,Truth,Móveis,7,771.91,Loja Física,5403.37,4524.73
S000524,2023-07-14,b7ae90f2,Penny Jones,Leste,P00524,Land,Móveis,6,460.06,Site,2760.36,1712.57
S000525,2023-04-26,2538426c,Jennifer Morgan,Oeste,P00525,Positive,Alimentos,11,840.27,Site,9242.97,7941.72
S000526,2024-01-22,1827b7be,Katie Smith,Leste,P00526,System,Esporte,20,558.72,App,11174.4,6130.13
S000527,2023-12-04,c905e46a,Eric Fowler,Oeste,P00527,Figure,Vestuário,9,548.02,Loja Física,4932.18,2489.48
S000528,2024-04-04,807c3176,Matthew Morris,Norte,P00528,Want,Vestuário,8,82.25,Loja Física,658.0,463.1
S000529,2023-06-22,5a5af875,Jason Hays,Norte,P00529,Mind,Esporte,17,129.4,App,2199.8,1441.13
S000530,2023-03-06,ba3c8c5d,Matthew Peterson,Sul,P00530,Do,Móveis,11,772.97,Loja Física,8502.67,6090.19
S000531,2024-01-05,3f53b968,Stacy Jackson,Sul,P00531,Society,Móveis,3,582.24,App,1746.72,898.5
S000532,2025-01-11,59f9bb0b,Jeffrey Blake DDS,Leste,P00532,Station,Alimentos,2,145.98,Site,291.96,171.14
S000533,2023-11-04,08286591,Marie Hale,Sul,P00533,Glass,Esporte,14,311.25,App,4357.5,3864.31
S000534,2024-11-28,bb20862d,Jeffrey Mcmahon,Sul,P00534,Worry,Esporte,18,912.55,App,16425.9,14429.6
S000535,2024-11-15,d917c9d1,Wanda House,Leste,P00535,Dark,Eletrônicos,9,149.74,Site,1347.66,1204.52
S000536,2023-04-07,0a99f156,Jennifer Garcia,Norte,P00536,Office,Alimentos,14,110.97,Site,1553.58,1113.49
S000537,2023-03-25,af0d3105,Sharon Padilla,Oeste,P00537,Take,Vestuário,16,749.64,Loja Física,11994.24,8931.88
S000538,2024-01-14,406598fd,Monique Braun,Leste,P00538,Nature,Alimentos,19,916.08,Site,17405.52,14251.37
S000539,2024-01-12,eb9da5a8,Heather Hubbard,Sul,P00539,Theory,Vestuário,1,89.64,Site,89.64,70.57
S000540,2024-01-20,b9589e7a,Edward Sellers,Norte,P00540,Finish,Móveis,3,723.12,Loja Física,2169.36,1610.89
S000541,2023-12-21,8aff3c04,Adrian Huff,Oeste,P00541,White,Alimentos,18,754.55,Loja Física,13581.9,11866.9
S000542,2024-09-28,6bafc80a,Heidi Rhodes,Leste,P00542,Beautiful,Esporte,15,653.5,Site,9802.5,8816.57
S000543,2023-03-24,d6be5655,Theresa Summers,Oeste,P00543,Project,Alimentos,19,44.63,App,847.97,503.67
S000544,2023-05-21,fae7f20b,Ashley Camacho,Leste,P00544,Agent,Alimentos,20,251.12,Site,5022.4,2552.48
S000545,2024-11-15,e3ac67e9,Jodi Charles,Leste,P00545,Movie,Eletrônicos,8,786.18,App,6289.44,3929.33
S000546,2023-09-09,1cb2e3ef,Amber Cole,Oeste,P00546,Pressure,Móveis,12,842.77,Site,10113.24,8860.93
S000547,2024-11-19,a252b38b,Kayla Spencer,Sul,P00547,Better,Eletrônicos,15,817.75,App,12266.25,7361.07
S000548,2024-08-25,04171f8e,Sarah Perez,Norte,P00548,Community,Esporte,11,880.04,Site,9680.44,7461.39
S000549,2024-09-21,3b72b333,Sarah Schmidt,Oeste,P00549,Trial,Alimentos,1,728.98,Loja Física,728.98,482.07
S000550,2024-07-29,de019ab9,Donna Wise,Leste,P00550,Probably,Vestuário,19,424.86,App,8072.34,4129.03
S000551,2024-08-14,99087949,Joe Lopez,Norte,P00551,Specific,Vestuário,1,349.83,App,349.83,238.94
S000552,2024-12-12,a9681989,Lance Summers,Norte,P00552,Thank,Esporte,2,463.74,App,927.48,567.04
S000553,2024-05-03,4676c03e,Emily Reid,Norte,P00553,Take,Esporte,3,494.55,Loja Física,1483.65,914.14
S000554,2023-10-13,835de178,Rebekah Smith,Norte,P00554,Game,Esporte,12,247.77,App,2973.24,2499.48
S000555,2024-05-23,42e9b4c7,Stephen Sutton,Sul,P00555,Those,Vestuário,18,911.53,Loja Física,16407.54,14591.23
S000556,2024-05-16,81ba20dd,Zachary Weiss,Sul,P00556,Religious,Alimentos,11,726.8,App,7994.8,4673.47
S000557,2024-11-23,5c51866d,Heather Alvarado,Leste,P00557,Might,Vestuário,12,203.32,Loja Física,2439.84,1678.49
S000558,2023-11-20,1ff7cb2e,Amanda Turner,Sul,P00558,Discuss,Eletrônicos,10,224.96,Loja Física,2249.6,1418.97
S000559,2023-12-02,c91f8861,Thomas Jordan,Oeste,P00559,Happen,Vestuário,12,220.09,Site,2641.08,2157.67
S000560,2024-01-13,292e1399,Michael Grant,Norte,P00560,Talk,Esporte,13,354.04,Loja Física,4602.52,2762.55
S000561,2024-05-04,f4a6616f,Jessica Harrington,Oeste,P00561,Attack,Vestuário,19,365.92,Loja Física,6952.48,5572.77
S000562,2023-07-05,79269327,Holly White,Leste,P00562,Throughout,Esporte,3,243.97,Loja Física,731.91,591.57
S000563,2023-09-05,920027e2,Nicole Mann,Norte,P00563,Especially,Móveis,10,678.66,Site,6786.6,5332.39
S000564,2024-07-04,0e786d41,Edward Hall,Leste,P00564,Describe,Alimentos,15,231.53,Loja Física,3472.95,1979.92
S000565,2024-05-24,b0636420,Jeffery Hernandez,Leste,P00565,History,Esporte,19,378.01,Loja Física,7182.19,3814.63
S000566,2024-09-19,627236a5,Kenneth White,Oeste,P00566,Property,Vestuário,3,88.07,Site,264.21,192.15
S000567,2024-08-15,6abdd2b7,Kelly Avery,Norte,P00567,All,Esporte,15,862.4,App,12936.0,10130.23
S000568,2024-09-29,45355bc7,Grant Gillespie,Norte,P00568,Fight,Eletrônicos,4,962.99,Site,3851.96,2950.98
S000569,2023-11-27,4d083de7,Maria Peterson,Sul,P00569,Without,Vestuário,10,692.4,Site,6924.0,4142.23
S000570,2024-11-06,4d63f08f,Ashley Curry,Norte,P00570,Pretty,Vestuário,19,324.12,Site,6158.28,3937.3
S000571,2023-11-04,1983b61b,Juan Stephens,Sul,P00571,Social,Móveis,20,575.82,Loja Física,11516.4,10285.13
S000572,2024-11-26,f9ac14bd,Yvonne Thompson MD,Sul,P00572,Almost,Móveis,16,916.43,App,14662.88,10577.44
S000573,2023-08-09,5488ced6,Michelle Rowland,Oeste,P00573,Source,Eletrônicos,19,990.73,App,18823.87,12988.41
S000574,2023-11-07,5270f9ce,Evan White,Sul,P00574,Respond,Vestuário,12,132.82,Site,1593.84,901.41
S000575,2024-01-05,3c9c8819,Kayla Vasquez,Norte,P00575,Result,Alimentos,8,710.76,App,5686.08,4804.83
S000576,2023-10-18,3c31f690,Crystal Jackson,Norte,P00576,Newspaper,Vestuário,5,102.96,App,514.8,342.66
S000577,2024-10-12,8b18ab20,Mary Walton,Sul,P00577,Worry,Esporte,9,103.38,Loja Física,930.42,656.16
S000578,2024-10-23,8fc5b432,Yolanda Navarro,Norte,P00578,Nor,Esporte,17,497.82,App,8462.94,6588.18
S000579,2025-01-03,7fca8e9f,Reginald Cummings,Norte,P00579,Operation,Eletrônicos,16,321.58,App,5145.28,4293.62
S000580,2023-04-22,42f3344d,Samantha Bailey,Oeste,P00580,Under,Móveis,8,165.55,Site,1324.4,1051.9
S000581,2023-11-21,78d5a016,Debbie Bennett,Norte,P00581,Wait,Eletrônicos,2,66.8,App,133.6,91.27
S000582,2024-12-08,e5694149,Paul Miller,Sul,P00582,Catch,Vestuário,1,533.87,App,533.87,313.3
S000583,2023-04-21,9cc2abee,Melinda Palmer,Oeste,P00583,Detail,Esporte,9,601.89,App,5417.01,3298.01
S000584,2023-04-22,f686ab6f,Shannon Richardson MD,Oeste,P00584,Even,Eletrônicos,13,973.83,Loja Física,12659.79,9589.71
S000585,2023-10-11,9aec9d89,Margaret Patrick,Norte,P00585,Nor,Vestuário,14,478.77,Loja Física,6702.78,5915.48
S000586,2023-06-16,77c04b13,Kevin Santos,Norte,P00586,Able,Eletrônicos,5,202.2,Loja Física,1011.0,763.29
S000587,2023-03-30,936b08d6,Jeffrey Mercer,Sul,P00587,Fight,Esporte,6,561.74,App,3370.44,2642.44
S000588,2024-07-08,8a6dd02e,Derek Flores,Oeste,P00588,However,Esporte,16,972.44,Site,15559.04,10878.66
S000589,2024-11-03,44c50f71,Anthony Perez Jr.,Sul,P00589,Movement,Móveis,18,223.06,Loja Física,4015.08,3520.88
S000590,2024-03-19,bd1f87d3,Jasmine Davis,Leste,P00590,Standard,Móveis,13,350.44,Loja Física,4555.72,3474.52
S000591,2024-10-09,8cbaacbf,Emily Oconnor,Norte,P00591,Turn,Alimentos,12,332.66,Site,3991.92,3526.8
S000592,2025-01-07,e0097593,Evelyn Moore,Norte,P00592,Little,Móveis,7,220.49,Site,1543.43,1354.51
S000593,2023-02-03,3583d038,Kimberly Kim,Leste,P00593,International,Esporte,17,619.48,App,10531.16,6131.93
S000594,2024-06-23,872aefe5,Mr. Matthew Gomez PhD,Sul,P00594,Very,Esporte,4,559.3,Site,2237.2,1789.33
S000595,2023-03-16,dc8887a8,Jason Simmons,Norte,P00595,Source,Alimentos,17,802.64,App,13644.88,8529.14
S000596,2024-09-06,6358e038,Morgan Douglas,Oeste,P00596,Degree,Vestuário,2,574.55,Loja Física,1149.1,768.56
S000597,2023-11-11,6c3688a5,Nancy White,Sul,P00597,Mission,Esporte,3,547.18,Site,1641.54,1381.04
S000598,2023-03-08,1739243f,Whitney Conner,Leste,P00598,Your,Alimentos,2,626.68,Loja Física,1253.36,1127.77
S000599,2023-07-10,e61a2581,Ernest Carpenter,Oeste,P00599,Together,Móveis,7,283.69,App,1985.83,1296.88
S000600,2024-12-20,04c015a0,Rebecca Brown,Norte,P00600,Benefit,Móveis,14,597.62,App,8366.68,6334.64
S000601,2023-09-25,21552a8c,Mark Jacobson,Leste,P00601,Decade,Alimentos,1,332.81,Site,332.81,273.03
S000602,2023-03-07,f76f4922,Danny Kelly,Leste,P00602,Federal,Móveis,8,691.66,Loja Física,5533.28,2808.06
S000603,2023-09-10,d9269abf,Terri Reyes,Norte,P00603,Bit,Eletrônicos,20,71.68,Loja Física,1433.6,1028.19
S000604,2025-01-11,054400e3,Katherine Brown,Sul,P00604,Group,Eletrônicos,1,686.31,Site,686.31,615.98
S000605,2023-05-19,b7b42e1e,Ricardo Ramirez,Oeste,P00605,Assume,Vestuário,20,608.21,App,12164.2,8563.43
S000606,2023-06-15,847ae559,Kevin Martinez,Norte,P00606,White,Vestuário,1,610.16,App,610.16,522.58
S000607,2023-08-30,ac28cf25,Michael Mills,Oeste,P00607,Exist,Vestuário,12,555.95,Site,6671.4,4922.83
S000608,2024-08-18,68726db4,William Nichols,Norte,P00608,Black,Alimentos,5,368.73,App,1843.65,1581.33
S000609,2023-10-23,03794db5,Laura Brown,Leste,P00609,Gas,Alimentos,13,247.61,App,3218.93,2513.78
S000610,2023-11-07,36bd173b,Garrett Jones,Oeste,P00610,Heart,Eletrônicos,13,286.43,Site,3723.59,2364.91
S000611,2024-07-07,032a0259,Curtis Lloyd,Oeste,P00611,Report,Vestuário,18,721.24,Site,12982.32,11271.0
S000612,2024-07-21,163bf4c0,Kayla Mitchell,Leste,P00612,Color,Vestuário,9,331.31,App,2981.79,2041.54
S000613,2023-11-06,1ef901c9,Scott Adams,Sul,P00613,Top,Eletrônicos,18,791.81,Site,14252.58,8418.68
S000614,2024-07-07,d59aecfe,Stacey Nelson,Oeste,P00614,Mind,Eletrônicos,16,273.58,Site,4377.28,2243.42
S000615,2023-08-18,26a0be0f,Mitchell Dominguez,Norte,P00615,The,Vestuário,4,381.87,App,1527.48,1014.3
S000616,2024-11-18,789e380a,Juan Greene,Sul,P00616,Term,Alimentos,19,757.56,App,14393.64,11527.42
S000617,2024-07-19,b624ee3e,Michael Todd,Sul,P00617,Radio,Esporte,2,346.33,Site,692.66,601.09
S000618,2023-11-27,aa709c76,Paul Allen,Sul,P00618,Lay,Móveis,20,745.22,App,14904.4,10307.14
S000619,2023-09-02,af0d228a,Curtis Williams,Oeste,P00619,Recently,Alimentos,2,575.85,App,1151.7,578.04
S000620,2024-07-25,57d707c6,Cheryl Pierce,Oeste,P00620,Wear,Esporte,19,737.85,Site,14019.15,9398.5
S000621,2023-06-06,0f78fce8,Taylor Walls,Sul,P00621,Your,Vestuário,2,110.5,Loja Física,221.0,116.43
S000622,2024-06-03,81ba414b,Stephanie Johnson,Sul,P00622,Fast,Alimentos,20,441.21,App,8824.2,6755.14
S000623,2024-04-18,8010da4f,Matthew Marquez,Sul,P00623,Least,Eletrônicos,7,206.46,Site,1445.22,729.47
S000624,2024-12-03,53330a1a,Lucas Hernandez,Sul,P00624,Fly,Vestuário,6,698.53,App,4191.18,2192.56
S000625,2023-08-02,77bc2351,Jennifer Brown MD,Oeste,P00625,Century,Vestuário,20,317.71,App,6354.2,4303.08
S000626,2023-08-07,da72567a,Mark Mcdonald PhD,Leste,P00626,Political,Móveis,18,439.74,Site,7915.32,4217.28
S000627,2024-11-11,0bec0386,Sandra Barber,Sul,P00627,Population,Eletrônicos,15,997.49,App,14962.35,13184.3
S000628,2023-04-01,3409b04f,Frances Lewis,Sul,P00628,Of,Esporte,1,615.58,Loja Física,615.58,385.63
S000629,2024-08-18,387b4f4b,Daniel York,Norte,P00629,Site,Móveis,14,886.68,Loja Física,12413.52,10559.55
S000630,2023-07-26,b3e11c8f,Caleb Yang,Norte,P00630,Similar,Móveis,5,327.16,Loja Física,1635.8,927.2
S000631,2024-03-30,0616efed,Deborah Barton,Sul,P00631,East,Eletrônicos,12,84.21,Loja Física,1010.52,558.58
S000632,2023-11-13,378bf6e6,Mrs. Deanna Barber MD,Leste,P00632,Water,Móveis,15,656.4,Site,9846.0,6378.63
S000633,2023-12-07,7e9b2a36,Amy Jackson,Norte,P00633,Now,Eletrônicos,5,582.63,Loja Física,2913.15,1972.81
S000634,2024-02-08,4ccd2259,Tracey Swanson,Sul,P00634,Garden,Esporte,12,190.82,Site,2289.84,1632.89
S000635,2024-06-19,2e9f5e96,Travis Serrano,Sul,P00635,Brother,Móveis,10,360.68,App,3606.8,3216.35
S000636,2024-07-18,ad1874e6,Jerry Alexander,Norte,P00636,Foot,Esporte,9,42.41,Site,381.69,307.4
S000637,2024-08-14,251eae7b,Brittany Baker,Norte,P00637,Group,Móveis,13,349.73,Loja Física,4546.49,3008.97
S000638,2024-08-22,05cb0eb4,Cassandra Hale,Oeste,P00638,Condition,Esporte,18,587.97,App,10583.46,7631.62
S000639,2024-01-08,e017ca35,Richard Smith,Sul,P00639,Wide,Móveis,6,68.83,Loja Física,412.98,316.84
S000640,2023-02-18,b46f8743,Gina Little,Oeste,P00640,Not,Alimentos,6,548.89,App,3293.34,2806.77
S000641,2023-03-07,19447c22,Robert Lucas,Leste,P00641,Kind,Esporte,11,130.25,Site,1432.75,1206.35
S000642,2024-03-23,0a822bc0,Julie Jefferson,Sul,P00642,Stock,Eletrônicos,8,597.37,App,4778.96,3231.15
S000643,2023-04-05,aef09292,Matthew Jones,Sul,P00643,Year,Alimentos,18,807.59,Site,14536.62,9431.88
S000644,2023-05-28,fa2cca50,David Farrell,Norte,P00644,Behavior,Alimentos,19,680.28,Loja Física,12925.32,9453.75
S000645,2023-09-26,b51844bd,Dawn Durham,Sul,P00645,Century,Vestuário,10,209.06,Site,2090.6,1421.4
S000646,2024-05-07,bce23a09,Nancy Schwartz,Norte,P00646,Each,Móveis,11,569.26,Loja Física,6261.86,4365.44
S000647,2023-10-11,f77c5d34,Joann Barry,Oeste,P00647,We,Esporte,11,908.45,Site,9992.95,7558.87
S000648,2023-02-06,f45e2427,Garrett Wiggins,Norte,P00648,Base,Alimentos,1,646.71,Site,646.71,498.79
S000649,2024-04-13,d255699b,Tiffany Ware,Norte,P00649,Senior,Alimentos,19,734.72,Loja Física,13959.68,8267.03
S000650,2023-05-28,dbdc83a7,Jason Washington,Oeste,P00650,Apply,Vestuário,2,337.86,Loja Física,675.72,345.01
S000651,2024-03-16,eb6798ff,Miguel Brown,Oeste,P00651,Yeah,Esporte,1,500.27,App,500.27,255.68
S000652,2024-12-29,6f847853,Kelly Moore,Oeste,P00652,Scene,Móveis,1,808.83,Site,808.83,716.29
S000653,2024-10-11,a36e0d85,Michael Watson,Leste,P00653,If,Eletrônicos,20,115.06,App,2301.2,1697.63
S000654,2024-07-03,93e15f76,Andrew Munoz,Oeste,P00654,Tough,Alimentos,16,301.29,Site,4820.64,3132.37
S000655,2023-02-02,787a2fac,Linda Guerrero,Sul,P00655,Dog,Esporte,14,56.94,Site,797.16,491.58
S000656,2023-05-26,eded89ae,Amber Harris,Sul,P00656,Support,Alimentos,1,384.84,App,384.84,227.0
